"","cg1","cg2","cg3","cl1","cl2","cl3","cw1","cw2","cw3","sg1","sg2","sg3","sl1","sl2","sl3","sw1","sw2","sw3"
"WBGene00016530",11.929427,13.501941,6.319788,9.691371,9.834068,4.825369,14.382028,8.312578,4.32121,7.035573,0,0.481382,15.296512,4.188065,11.980314,10.212143,22.514955,12.936871
"WBGene00016531",8.492991,8.179297,10.788255,10.40148,10.040512,8.483081,7.555448,5.709519,10.516922,1.334179,85.413881,65.490209,41.645234,5.437194,18.229031,23.03491,21.614587,88.604124
"WBGene00016532",0.574372,0.200558,0.14325,0.447333,0.286362,0.062097,0.185081,0.303442,0.054439,0,0,0.24691,0.733957,0.771125,0,1.133367,0.258906,0
"WBGene00016533",1.678625,1.637146,0.303162,1.927214,1.151467,0.59138,0.895294,1.307298,0.460838,0,0,6.05276,10.562377,10.238538,17.821159,7.244328,3.582604,0
"WBGene00016534",3.230205,1.759821,4.21464,10.867356,25.480705,0.705936,7.408899,8.899982,0,0,0,0,0,0,0,0,0,0.007871
"WBGene00016535",30.743585,33.963094,14.496192,34.329063,28.361357,16.156995,25.649324,12.630712,10.668218,6.982962,216.636404,50.227014,20.513883,27.880703,26.568913,30.333714,27.719879,35.564882
"WBGene00016537",0.066206,0.069353,0.20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028073
"WBGene00016538",1.118454,1.729762,0.907912,1.34012,1.31025,0.767212,0.888809,0.943973,0.694722,18.471135,24.617489,2.808431,100.12261,132.246507,140.860696,87.889828,71.557863,40.340483
"WBGene00016539",10.814256,7.322947,15.867743,11.863948,5.65211,11.398588,3.310261,5.649482,14.672008,0.792797,9.214721,2.96369,10.853624,1.392795,13.083445,9.42038,8.658678,0.668634
"WBGene00016540",2.703772,2.646844,2.056696,2.594594,2.417993,1.278873,1.384652,1.115945,0.768785,0.154832,0,1.170363,2.362972,4.186336,1.549624,1.7889,1.341808,0.255912
"WBGene00016541",15.068988,14.997978,17.674029,30.905933,42.373831,6.825401,32.385536,34.469476,15.68201,0,0,34.699092,30.790793,0.582046,68.555963,10.622023,108.069675,0.151378
"WBGene00016542",23.622314,22.819754,26.49831,25.78312,19.144379,25.254775,13.675038,11.760436,7.506463,7.123119,0,3.202488,4.739236,0.137093,1.505173,4.864168,3.301349,2.026416
"WBGene00016543",0,0.043497,0,0,0,0.031425,0,0,0,0,0,0,0,0,0,0.348779,0.181413,0
"WBGene00016544",1.946366,1.626769,0.715748,1.983535,1.777677,1.645368,0.920756,0.721977,0.673138,7.019552,0,0.47769,0.317509,5.365196,0.147682,0.405816,1.658492,0.01756
"WBGene00016545",0.072593,0,0,0,0.038002,0,0.070175,0,0,0,0,0,0,0,0,0,0,0
"WBGene00016546",0.174964,0.09164,0.122182,0.102199,0.152654,0.044137,0.056379,0,0.019347,0,0,0,0.134146,0.019575,0.242647,1.387973,0.382203,0
"WBGene00016547",0.062835,0.032911,0.032909,0.073406,0.032894,0,0,0.049794,0,0,0,0.04727,0,0.189808,0,0,0.57192,0
"WBGene00016548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00016549",0,0,0,0,0,0.017662,0.032129,0,0,0,0,0,0.214715,2.710187,0,0,0,0
"WBGene00016550",0.0857,0,0.029923,0.033372,0,0.086476,0.098748,0,0,0,0,0.286537,0,0,0,0,0.395218,0
"WBGene00016551",1.009471,0.462637,1.453939,0.663355,0.231198,0.716213,0.701394,0.299985,0.355799,0,0,0.791053,0.411171,0,0,0.600603,0.459408,0.04013
"WBGene00016554",0,0,0,0.042204,0,0,0,0,0,0,0,0,0,0.168885,0.730053,0,0.141842,0
"WBGene00016555",9.179288,7.617065,9.41843,10.455221,8.234616,9.029886,6.047942,5.02222,3.800389,1.427046,0,1.127532,3.588136,3.27856,2.286115,3.276202,2.080201,8.338629
"WBGene00016556",0.481632,0.518941,0.432432,0.369747,0.23052,0.343667,0.186237,0.054524,0.100427,0,0,0,0.168809,0,0,0.285111,0.070141,0
"WBGene00016557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560304,0,0.343216,0
"WBGene00016558",0.218795,0.191784,0.135969,0.462109,0.481714,0.074707,0.265483,0.254743,0.023311,0,0,0.123647,0.217602,0.004493,0.384563,0.06596,0.326712,0.007379
"WBGene00016559",2.399745,2.076327,2.333164,3.322334,2.699904,1.770959,2.108349,1.702062,1.002773,2.040353,0.01712,1.000725,2.815758,3.435385,2.294343,2.617465,3.68303,0.137737
"WBGene00016561",3.754954,3.174282,3.574007,4.888361,3.620205,2.866351,2.125363,1.568996,1.472578,2.754066,0,2.538075,3.836838,9.512292,4.896152,2.816744,3.169294,0.139571
"WBGene00016562",6.8015,6.675122,5.492479,7.748173,8.602944,5.941618,5.864398,4.440283,3.294439,2.599319,0,8.497077,10.168732,4.959434,2.632979,8.776856,15.655253,40.967483
"WBGene00016564",7.529972,7.175797,7.093329,14.203105,14.207267,7.519028,13.446292,9.385837,8.551832,5.701497,0,1.875118,3.708529,1.386531,11.313129,5.2707,16.506088,4.977899
"WBGene00016565",0.113574,0.097977,0.300917,0.202923,0.279789,0.156736,0.0775,0.132356,0.053189,0.502618,0,0.043558,0.869936,3.058546,2.535092,0.365707,0.993898,0.028329
"WBGene00016566",2.186611,1.730451,1.747096,3.29098,3.308709,1.316603,1.681774,0.954931,0.698886,1.221093,0,0.696405,3.022575,1.510678,2.105981,3.776093,7.310143,1.441549
"WBGene00016567",4.155571,4.419057,5.078401,5.443121,5.570393,5.813315,4.26064,3.268151,3.425406,9.605326,0.296625,3.284066,5.937737,3.634853,0.112269,3.578638,12.585003,14.150166
"WBGene00016570",1.010661,0.97644,0.971389,1.185529,1.097645,0.692038,0.671922,0.692506,0.417818,0.955343,0,0.233219,6.223534,4.95679,15.736273,7.91633,14.079451,0
"WBGene00016573",0,0,0,0,0,0,0,0,0,0.014393,0,0,0,0,0,0,0,0
"WBGene00016574",3.265354,4.324857,2.830695,3.441995,4.283313,1.761084,2.775636,3.018916,2.689343,0.017195,0,3.105895,6.945299,5.643659,14.321767,4.024804,8.048604,0.047745
"WBGene00016575",3.092351,3.469859,2.787329,2.830305,2.832876,1.674777,1.444072,1.192331,1.332105,0,0,0.847381,2.017092,6.799477,9.045111,2.368185,7.248682,0.212297
"WBGene00016576",4.075348,3.940373,4.398263,4.546329,7.060615,2.383555,4.15383,4.108414,4.276426,0,0,3.091487,7.924005,8.594549,23.313696,4.632199,15.956094,14.776418
"WBGene00016577",1.388878,1.440771,0.225994,1.26022,1.567083,0.530649,1.551186,1.421191,0.098408,0,0,9.534533,0.320492,0,0,0.996703,0.274922,0
"WBGene00016578",0,0,0.018074,0,0.054197,0,0,0,0,0,0,0,0,0,0.020511,0,0.062822,0
"WBGene00016579",0.190873,0.090884,0.072704,0.141899,0.054502,0.078792,0.117419,0.110006,0.034537,0,0,0.06962,3.286072,9.91248,3.836583,5.441317,1.478295,0
"WBGene00016580",0.583113,0.399816,0.455327,0.582126,0.510611,0.296872,0.29722,0.201639,0.14068,0.155425,0,0.366886,5.259243,2.761362,8.191883,3.538352,3.782772,7.602079
"WBGene00016581",1.210691,1.12903,1.128982,2.509545,1.481082,0.863577,1.462366,0.934177,0.931052,0,0,4.083531,1.225984,0.045219,3.528144,1.041304,2.918492,0
"WBGene00016582",10.711275,11.227305,11.438641,9.328044,7.930716,12.438603,8.84093,8.699363,13.163555,3.334088,0,10.124026,14.466033,3.738433,7.79199,11.893611,34.963196,28.931995
"WBGene00016583",32.61063,28.607642,34.054012,37.465783,36.207874,28.177985,27.917949,25.145589,18.001953,6.806528,29.075226,16.046311,10.748498,0.449485,4.464843,4.994336,11.962752,12.975696
"WBGene00016585",4.682964,5.045768,4.997539,4.898975,3.916721,4.524938,4.433806,2.617675,2.425174,0.340236,0,1.492841,5.029095,2.497897,0.356013,2.64648,2.211598,6.454853
"WBGene00016586",6.937654,5.750968,6.055046,12.862076,14.12836,4.813248,10.506029,8.755892,2.463707,15.219122,0,4.035155,17.718286,0.093772,7.132432,7.393899,28.516053,0.053956
"WBGene00016587",3.780608,4.654092,4.497825,9.091168,9.390025,2.339033,6.66916,4.548606,4.32985,6.750927,0,8.705294,3.871874,0,13.875925,1.282579,13.64379,12.087605
"WBGene00016588",21.127994,20.632823,24.873381,25.509207,24.293993,25.052172,20.961581,18.34718,11.516258,16.417027,0,9.24105,16.025164,7.174845,4.014311,9.708799,10.969907,3.962419
"WBGene00016589",18.282459,15.113563,20.627263,23.891968,22.72501,17.038448,15.873751,16.092573,11.676727,0.474462,0,10.441721,16.273869,4.910435,4.467887,10.382836,24.84363,0
"WBGene00016590",35.413414,37.878623,29.102764,39.530251,38.032629,35.336664,35.356441,29.969447,32.408697,8.477538,0,6.693929,12.897561,5.737458,2.591006,14.032308,13.03786,0.349511
"WBGene00016591",11.594476,10.968294,12.808181,13.077979,11.999762,12.556785,8.209301,6.785455,11.008106,0.427377,0,114.082039,96.409539,69.075001,86.140952,84.844986,116.712903,20.651527
"WBGene00016592",10.059611,7.932717,11.35995,12.822317,10.845535,10.768639,10.176475,7.053097,4.503155,8.617435,5.945988,4.304308,14.379008,2.635845,12.51376,6.523068,11.47759,3.314165
"WBGene00016594",0,0,0,0,0,0,0,0,0,5.332403,0,32.413084,27.289896,24.428773,10.743616,25.979195,47.887094,87.525585
"WBGene00016595",0.901113,0.626182,1.224274,2.220072,2.325946,0.72922,1.647333,1.520094,0.455785,3.245335,0,0.966503,1.737483,0.964241,0.78482,2.732814,3.339221,0.030265
"WBGene00016596",57.391772,49.711778,51.572317,51.284956,43.472297,17.847855,38.290509,22.845851,15.100966,0.529514,0,6.019756,34.731748,3.163231,5.205233,45.605139,43.651437,25.966528
"WBGene00016597",0.022006,0.023052,0,0.025708,0.02304,0,0.021273,0.052315,0,0,0,0,0,0,0,0,0.080118,0
"WBGene00016598",7.259286,7.48913,8.727345,9.926085,9.039866,6.30536,10.287054,15.166076,4.560804,0.025194,0,4.633627,6.303623,2.621078,13.041977,3.972598,2.34261,43.514152
"WBGene00016599",0,0,0,2.405865,3.078922,0,2.587862,1.314733,0,0,0,0,0,0,0,0,0,0
"WBGene00016600",0.403497,0.650271,0.195073,0.326339,0.324967,0.187916,0.240036,0.27056,0.16474,0,0,0.323196,4.331087,0.027037,0,6.656718,4.474926,0
"WBGene00016601",21.763144,18.596226,18.184919,22.170878,25.300076,14.980941,18.14457,16.618549,15.93254,2.269074,0.32081,12.332402,26.646361,17.458149,17.355926,18.863724,32.058209,4.536351
"WBGene00016602",13.372929,13.781499,14.668752,14.555447,16.034708,11.150128,13.234097,12.622817,12.743749,4.502747,0,5.141652,12.322425,14.950393,10.562402,2.721899,21.370893,0.897132
"WBGene00016603",5.70072,5.402463,3.264451,7.023485,7.838404,1.917884,4.096867,3.41231,1.184322,4.141996,1.739765,6.161977,44.829317,45.967135,41.603358,37.479828,35.054473,20.591192
"WBGene00016605",6.952266,6.548103,14.444016,12.985479,14.782366,11.477334,10.829888,11.063936,11.745459,6.372853,0,56.149081,17.824261,2.009905,39.333157,10.856815,25.418589,7.936242
"WBGene00016606",8.063184,7.446823,7.134706,10.565177,9.312858,6.320808,7.092201,6.105252,4.135598,10.468117,4.95624,19.534447,36.864348,68.142708,51.181853,29.870539,64.583783,12.818654
"WBGene00016607",75.419962,68.181314,68.902495,87.42805,85.058564,83.702384,90.774748,81.274827,119.578855,19.534204,85.78521,32.350985,21.255486,2.979535,20.888856,25.466071,27.31303,16.753892
"WBGene00016608",2.671665,4.099862,2.652504,3.285178,3.366158,3.361697,3.575006,2.563903,3.27298,5.715543,0,11.907601,11.734683,19.725249,12.712008,9.324405,24.584748,11.953215
"WBGene00016609",18.655518,18.123609,20.758052,20.214193,23.56373,21.26709,17.831568,15.555362,18.925598,48.309738,39.046445,17.417362,19.899733,73.800675,63.207224,16.956253,48.882248,50.32783
"WBGene00016610",0.129918,0,0,0.20618,0.724834,0.279719,0.572184,0.045794,0,0,0,6.583561,20.366254,40.326046,8.40632,3.362621,32.746428,12.38706
"WBGene00016611",16.907702,14.600085,16.808752,17.629966,14.307815,10.688322,12.742818,9.155643,3.883178,7.572336,0.0043,1.329239,3.732459,2.521449,1.119631,4.450725,2.509217,13.034008
"WBGene00016612",2.477406,2.629769,2.283649,9.570115,10.202352,1.324918,5.588099,3.612344,2.050511,0,0,3.236344,5.191811,0,23.386537,0.499419,17.678586,0.392187
"WBGene00016613",1.158523,1.187209,1.332256,1.559381,0.93609,0.895822,0.900821,0.43908,0.267349,0.138455,0,1.338888,1.525467,5.841125,2.260343,0.049359,0.788568,0.768915
"WBGene00016614",11.57558,11.628014,8.092038,14.562109,11.902635,8.363801,10.129958,9.453134,4.648345,0.770335,91.224173,7.406509,11.780489,12.481747,5.547515,8.876901,8.703869,8.003307
"WBGene00016616",11.863758,13.336239,11.713326,10.892298,9.469972,9.470701,13.594693,9.89242,9.124685,26.508277,4.596798,15.395328,28.570525,97.60415,65.837231,27.891668,44.38874,23.445561
"WBGene00016617",2.237843,2.227422,2.002092,3.423738,2.192913,1.573044,1.085506,1.135977,0.776698,0.087562,7.509938,1.254136,2.411845,1.828315,3.133515,3.460588,3.751904,1.600665
"WBGene00016619",0.189147,0.275191,0.121079,0.233244,0.099017,0.055668,0.142215,0.124909,0.04183,0,0,0,0.443117,0,0,0.035306,0.045909,0
"WBGene00016621",22.636946,23.904198,23.090472,22.073236,21.693735,26.629792,18.706479,15.370892,13.353224,4.307095,0,12.726316,6.158542,11.274198,11.067432,7.334711,8.175145,0
"WBGene00016622",7.9928,9.632762,10.256188,7.298201,8.407768,8.604539,10.092664,9.832292,8.325125,5.73662,0,7.190239,15.483672,7.279402,8.636028,15.148336,14.76973,0
"WBGene00016623",23.718767,24.846209,23.998575,30.418378,29.358479,27.177936,29.077171,21.079398,22.310621,9.272395,0,8.89962,9.698843,7.430201,5.889629,6.493326,9.313522,22.61825
"WBGene00016624",10.415856,10.138273,11.357388,12.684794,12.652699,8.976262,8.672787,8.567015,6.20668,0.522884,7.851903,5.561299,10.8905,11.209682,9.194699,7.271336,17.218868,0.580771
"WBGene00016625",3.733678,3.349744,3.77064,5.520084,3.039388,4.941458,1.891014,0.806936,1.179302,0.098209,0.014027,2.248827,1.027261,1.45703,0.62646,0.95034,0.995122,4.806412
"WBGene00016626",2.225992,2.302097,3.995083,2.352024,1.766498,3.261931,1.631026,1.168507,1.495659,0.870382,96.6304,22.548205,16.153694,4.882509,5.393299,9.789307,6.937731,38.332855
"WBGene00016627",5.151327,1.700972,4.721464,20.343288,42.267722,1.207684,27.957068,14.265474,0.854418,0.102606,0,1.586615,65.081796,0.319486,26.058148,47.517341,352.733638,33.690895
"WBGene00016628",0.311151,0,0,0,0,0,0,0,0.102502,1.179858,0,0.186949,1.740119,0,0.033713,0.255914,0.291502,0.118213
"WBGene00016629",22.041474,20.18308,26.952206,22.971617,16.629622,31.515942,19.067628,14.761059,17.273152,35.306976,0,63.268071,25.874921,25.990088,24.642898,42.302747,25.040077,2.520785
"WBGene00016630",0,0,0,0,0,0,0,0,0,0,59.741227,28.46842,74.783871,13.623442,28.153878,0,15.110643,41.126947
"WBGene00016631",7.91887,7.176327,6.663448,9.669372,7.091376,5.839398,5.907209,3.98179,1.611381,3.094709,0,2.250619,2.539302,6.60163,1.596083,4.210443,3.802109,1.255084
"WBGene00016632",6.71484,5.810197,6.285201,11.634239,13.526331,6.420854,9.714886,6.858237,3.469175,0.259816,0,2.878434,4.009073,5.984642,4.435988,2.350069,10.497447,0
"WBGene00016633",0.596585,0.580304,0.089274,0.597386,0.669234,0.161247,0.494328,0.506535,0.169632,0,0,0.128229,0.35939,0.228842,0,1.264693,0.124116,0
"WBGene00016634",16.440851,18.923318,11.799993,16.124181,15.300798,7.526838,18.247873,12.787345,9.763121,2.696611,0,0.559878,32.291368,69.828838,27.988381,27.050865,32.589077,22.549632
"WBGene00016635",12.202644,17.284757,12.621355,14.524504,14.302736,13.358629,15.060621,9.183489,9.87802,138.808179,404.884849,115.470173,357.051979,1103.926398,375.228684,441.187285,352.231599,585.966704
"WBGene00016636",23.648789,9.371669,19.60387,64.70705,151.693947,4.107156,67.852285,69.879664,3.033236,4.942367,0,22.76412,105.385646,4.393744,139.190802,51.331259,817.937966,18.298384
"WBGene00016637",0.636123,0,5.330656,1.48628,1.998043,0.481414,0,0,2.110195,0.582844,0,11.485117,11.705271,0,17.391999,28.853008,6.947949,42.348662
"WBGene00016638",21.005595,8.884867,15.398573,57.635373,127.56091,2.954521,68.098676,62.107516,2.567207,2.864779,0,7.069413,116.801876,2.783007,108.8939,33.033686,648.99544,11.580629
"WBGene00016639",0.469854,0.367348,0.272673,0.148322,0.177238,0.112099,0.163646,0.150918,0.282719,0,0,2.354592,7.529669,15.821066,4.703785,5.055106,13.23216,0.847791
"WBGene00016641",35.865976,34.850012,45.589349,52.031766,37.976945,47.175714,31.483823,24.770925,17.711732,5.318344,59.106815,8.019683,8.138776,4.063204,2.953285,7.145712,7.515754,9.375917
"WBGene00016642",18.634588,17.451977,21.474713,18.976265,17.265251,18.200202,14.852592,14.265851,8.596933,4.819682,0,8.123327,8.527411,9.019297,10.965655,8.042063,6.660882,3.244393
"WBGene00016644",23.352179,22.064169,16.792008,20.358978,23.890653,24.175502,24.96657,20.159952,8.62338,0,0,2.10541,5.649936,0,4.087914,6.500183,5.901941,0.592597
"WBGene00016645",4.60637,4.937545,2.132031,6.257342,4.374186,3.810355,4.504739,2.249625,1.492523,0.736144,0,3.814525,6.940267,8.73712,6.430759,2.339483,5.616258,0.022712
"WBGene00016646",8.380343,9.316678,11.550911,9.119579,7.268721,9.434829,4.624778,4.985199,3.14749,0.651965,0,22.292453,47.244768,184.983672,59.547042,23.681773,44.264635,32.969726
"WBGene00016647",14.864049,11.774992,12.024376,12.514004,11.107922,13.76747,9.659043,5.665884,6.189401,0.651965,98.649573,30.462029,59.81962,282.044882,70.755273,38.113046,58.657339,33.265161
"WBGene00016650",2.686666,2.570652,1.215342,3.509974,2.728971,0.682292,1.329157,0.93991,0.114479,1.761923,0.580385,0.785199,4.509382,7.198417,4.670328,3.497812,4.668318,1.329745
"WBGene00016652",28.77777,25.541093,35.050959,43.745003,38.773528,28.348853,36.43739,31.720252,25.727369,13.479497,32.939137,17.808421,28.95189,4.011105,13.928446,24.552794,39.998962,8.375888
"WBGene00016653",17.201939,34.578057,14.787673,5.517335,18.004126,5.93559,56.160937,16.082589,19.622055,28.510362,83.975133,56.119495,74.645251,12.71742,51.017089,58.147837,109.136518,35.925641
"WBGene00016654",7.951111,7.32046,7.482818,12.614801,10.210801,6.29941,8.657106,6.612651,5.364497,8.603695,73.819373,6.791506,7.763088,22.009812,7.851774,7.095989,15.996913,4.047589
"WBGene00016655",789.362955,811.456951,791.889019,738.261999,749.902227,1185.156952,722.655601,762.439932,1047.994588,641.346921,389.549309,144.415979,104.298954,63.466244,136.718492,165.087792,122.590856,109.892306
"WBGene00016657",5.907451,7.179843,6.37161,6.573622,5.028785,5.611614,3.84668,2.750485,4.849731,1.493703,0,3.384719,1.80096,0.035301,0,0.883441,0.689268,4.638245
"WBGene00016658",43.980463,16.846865,19.13814,145.830675,275.480678,9.604372,244.835721,102.043226,10.887706,0.601445,0,11.522449,44.037445,35.765507,97.278275,12.252843,1568.808125,105.686708
"WBGene00016659",509.463399,420.565432,387.805191,301.972721,253.100701,595.15786,313.255159,201.380572,224.282448,41.750984,459.546333,392.780151,75.787451,28.953421,69.488394,113.772754,64.734766,185.001652
"WBGene00016660",2.081279,1.962189,3.270176,3.89027,1.089539,4.725293,7.444269,2.144113,0.138083,0,0,1.878861,0.797865,0,3.958501,3.263272,5.152683,19.768658
"WBGene00016661",3.976476,3.634033,2.872631,4.044746,3.833133,2.53721,2.677576,2.254719,1.905881,2.732566,0,2.891732,7.001702,8.850164,8.223222,10.116165,8.995998,5.628266
"WBGene00016662",14.876499,13.113058,94.448003,22.67776,19.184504,54.507294,10.873481,7.61968,30.933665,9.973538,0,152.221002,227.979028,86.222738,125.297823,1050.035885,168.959114,544.407389
